87.92㎡,2001年-2013年建,高层(共6层),/sale/100280171?insource=sale_list&top=18&optimalType=optimization,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年,骏景新盛世   繁华地段 南北对通 低首付 送入户花园 ,60,6824元/㎡,简装
111㎡,2005年-2009年建,高层(共6层),/sale/501491600?insource=sale_list&top=19,南,三乡-雅居乐-,3室2厅,随时看房/满五年/电梯,富和凯悦名门 3室2厅111m²满五年,85,7658元/㎡,简装
91.77㎡,2012年建,中层(共25层),/sale/500026446?insource=sale_list&top=20,南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/电梯,"润颐居二期 3室2厅1厨,1卫91m²毛坯，红本在手！",89,9698元/㎡,毛坯
121㎡,1996年-2013年建,低层(共5层),/sale/502525102?insource=sale_list&top=21,西南,三乡-文昌路-,3室2厅,随时看房/满两年,绿榕居 拎包入住！3室2厅121m²精装修，红本在手！,93,7686元/㎡,精装
112㎡,2006年-2016年建,中层(共11层),/sale/100245243?insource=sale_list&top=22,东,三乡-小琅环路-,3室2厅,随时看房/满五年/电梯,东城畔山 首付少，电梯中层 精装3房保养新净，赠送面积多,96,8571元/㎡,简装
101.96㎡,2005年-2016年建,低层(共25层),/sale/502411347?insource=sale_list&top=23,东北,三乡-三乡-,3室2厅,随时看房/满五唯一/电梯,雅居乐森岚 3室2厅101.96m²满五年,95,9317元/㎡,精装
95.22㎡,2015年建,低层(共34层),/sale/500214789?insource=sale_list&top=24,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅95.22m²毛坯南向,100,10502元/㎡,毛坯
94.09㎡,2000年-2018年建,低层(共11层),/sale/100573612?insource=sale_list&top=25,东南,三乡-文昌路-,3室2厅,随时看房/满五年/电梯,秀乐公馆 顺昌广场附近精装三房东南向,92,9778元/㎡,精装
101㎡,1992年-2001年建,低层(共7层),/sale/501782669?insource=sale_list&top=26,西,三乡-小琅环路-,3室2厅,满两年,嘉豪山庄 3室2厅101m²普通装修,65,6436元/㎡,简装
125㎡,2000年建,高层(共7层),/sale/100528676?insource=sale_list&top=27,东南,三乡-雅居乐-,4室2厅,中山市三乡镇载德小学/满两年/电梯,丽景花园 精致装修 格局方正 采光足 家电家私齐全 拎包入住,90,7200元/㎡,精装
89㎡,2015年-2017年建,中层(共14层),/sale/502291457?insource=sale_list&top=28,北,三乡-雅居乐-,3室2厅,满五唯一/电梯,瑞信美域 3室2厅89m²满五年,82,9213元/㎡,毛坯
86㎡,2005年建,高层(共7层),/sale/501219153?insource=sale_list&top=29,西北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园1-3期 3室2厅86m²满五年,60,6977元/㎡,简装
93㎡,2005年建,中层(共23层),/sale/500070718?insource=sale_list&top=30,西南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年/电梯,雅居乐酒店 3室1厅93m²普通装修,85,9140元/㎡,简装
area,date,floor,link,orientation,pos,style,tag,title,total_price,unit_price,zx_type
90.35㎡,2010年-2019年建,低层(共32层),/sale/501337691?insource=sale_list&top=1&optimalType=optimization,南,三乡-三乡-,3室2厅,随时看房/电梯,畔山中心城 诚心出售，3室2厅90.75m²毛坯,94,10404元/㎡,毛坯
103㎡,2011年-2018年建,低层(共32层),/sale/500848905?insource=sale_list&top=2&optimalType=optimization,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/电梯,雅居乐新城诺丁山 全新毛坯！3房2厅。 电梯中层！价格实惠！,99,9612元/㎡,毛坯
106.15㎡,2015年建,中层(共34层),/sale/500540407?insource=sale_list&top=3&optimalType=optimization,南,三乡-三乡-,4室2厅,中山市三乡镇白石环小学/随时看房/电梯,华发观山水花园(B1-1、B1-2、B4区) 珠海华发出品，高层洋房,95,8950元/㎡,毛坯
119.27㎡,1998年-2008年建,高层(共7层),/sale/500069925?insource=sale_list&top=4&optimalType=optimization,东北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满两年,教师村 笋盘特别推荐！！！笋盘特别推荐！！！,65,5450元/㎡,精装
112.31㎡,1998年-2016年建,高层(共5层),/sale/500606172?insource=sale_list&top=5&optimalType=optimization,西南,三乡-雅居乐-,3室2厅,随时看房/满两年,丽景城市广场 3室2厅1厨2卫 112.34m² 精致装修,84,7479元/㎡,精装
90㎡,2010年-2019年建,低层(共32层),/sale/501218900?insource=sale_list&top=6&optimalType=optimization,南,三乡-三乡-,3室2厅,随时看房/满两年/电梯,畔山中心城 3室2厅90m²毛坯,100,11111元/㎡,毛坯
87.01㎡,2005年-2020年建,低层(共33层),/sale/500550775?insource=sale_list&top=7&optimalType=optimization,东南,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 3室2厅87.01m²毛坯,90,10344元/㎡,毛坯
94.46㎡,2015年建,高层(共34层),/sale/500519238?insource=sale_list&top=8&optimalType=optimization,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅94.46m²普通装修,85,8999元/㎡,毛坯
112.09㎡,2001年-2015年建,低层(共7层),/sale/501907956?insource=sale_list&top=9&optimalType=optimization,南,三乡-雅居乐-,3室2厅,满两年/房本在手,半山午后 3室2厅112.09m²精装修,98,8743元/㎡,精装
94.02㎡,2015年建,低层(共20层),/sale/500014707?insource=sale_list&top=10&optimalType=optimization,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室毛坯房，格局方正，毛坯房给您更多的自由装修空间,85,9041元/㎡,毛坯
106㎡,2015年-2017年建,低层(共16层),/sale/501177499?insource=sale_list&top=11&optimalType=optimization,北,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,瑞信美域 3室2厅106m²满五年,85,8019元/㎡,毛坯
111.39㎡,1996年-2016年建,中层(共6层),/sale/500445486?insource=sale_list&top=12&optimalType=optimization,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,东城花园 3室2厅111.39m²满五年,95,8529元/㎡,简装
90㎡,2005年-2020年建,高层(共33层),/sale/500596660?insource=sale_list&top=13&optimalType=optimization,西北,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,雅居乐万象郡二期 3室2厅90m²满五年,87,9667元/㎡,毛坯
106㎡,2015年-2017年建,低层(共14层),/sale/502495396?insource=sale_list&top=14&optimalType=optimization,南,三乡-雅居乐-,3室2厅,随时看房/电梯,瑞信美域 3室2厅106m²毛坯,95,8962元/㎡,毛坯
105.26㎡,1996年-2013年建,中层(共9层),/sale/501385209?insource=sale_list&top=15&optimalType=optimization,南,三乡-文昌路-,3室2厅,满两年,宝之园 3室2厅105.26m²精装修,95,9025元/㎡,精装
91.2㎡,2012年建,中层(共25层),/sale/100515181?insource=sale_list&top=16&optimalType=optimization,西南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 2室2厅1厨1卫 91.0m² 毛坯,98,10746元/㎡,毛坯
87㎡,2005年-2020年建,高层(共33层),/sale/502336577?insource=sale_list&top=17&optimalType=optimization,东北,三乡-雅居乐-,3室2厅,随时看房/电梯,雅居乐万象郡二期 3室2厅87m²精装修,88,10115元/㎡,精装
87.92㎡,2001年-2013年建,高层(共6层),/sale/100280171?insource=sale_list&top=18&optimalType=optimization,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年,骏景新盛世   繁华地段 南北对通 低首付 送入户花园 ,60,6824元/㎡,简装
108㎡,1996年-2013年建,中层(共6层),/sale/502531230?insource=sale_list&top=19,东北,三乡-文昌路-,3室2厅,满两年/房本在手,宝之园 3室2厅108m²普通装修,80,7407元/㎡,简装
76.05㎡,2002年-2017年建,高层(共6层),/sale/500353125?insource=sale_list&top=20,北,三乡-文昌路-,3室2厅,满两年,家庆居 3室2厅76.05m²普通装修,59,7758元/㎡,简装
89.23㎡,1988年-2018年建,高层(共16层),/sale/502211521?insource=sale_list&top=21,南,三乡-三乡-,3室2厅,电梯,鸿都花园 毛坯 房 户型方正 交通便利 随时看房,90,10086元/㎡,毛坯
92.29㎡,2012年建,中层(共25层),/sale/501602931?insource=sale_list&top=22,南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 3室2厅92.29m²毛坯,88,9535元/㎡,毛坯
89㎡,1990年-2019年建,高层(共33层),/sale/501501388?insource=sale_list&top=23,北,三乡-三乡-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡3期 3室2厅91m²精装修,98,11011元/㎡,精装
90㎡,2005年-2020年建,低层(共33层),/sale/500339935?insource=sale_list&top=24,南,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 3室2厅90m²毛坯,90,10000元/㎡,毛坯
110.26㎡,1999年-2002年建,高层(共6层),/sale/501399451?insource=sale_list&top=25,东北,三乡-雅居乐-,3室2厅,满五年/房本在手,侨兴花园 3室2厅110.26m²普通装修,86,7800元/㎡,简装
74.69㎡,2012年建,高层(共25层),/sale/500063581?insource=sale_list&top=26,东北,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 三乡车站旁  实用 2+1 房 户型方正 价格实惠,78,10443元/㎡,毛坯
100㎡,1993年-2013年建,中层(共7层),/sale/501148941?insource=sale_list&top=27,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,"华丰花园10区 百载光后学校房,繁华地段,拎包入住",85,8500元/㎡,精装
90.36㎡,2015年-2017年建,高层(共16层),/sale/500414065?insource=sale_list&top=28,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,瑞信美域 3室2厅90.36m²毛坯,88,9683元/㎡,毛坯
105㎡,2000年-2013年建,低层(共6层),/sale/500137190?insource=sale_list&top=29,东,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五年,绿茵庭 光后隔壁 低首付随时看房  ,85,8095元/㎡,精装
112㎡,2001年-2015年建,高层(共7层),/sale/100559553?insource=sale_list&top=30,南北,三乡-雅居乐-,3室2厅,满两年,半山午后 三鑫学校旁复式三房毛坯可改4房户型方正,100,8929元/㎡,毛坯
area,date,floor,link,orientation,pos,style,tag,title,total_price,unit_price,zx_type
90.35㎡,2010年-2019年建,低层(共32层),/sale/501337691?insource=sale_list&top=1&optimalType=optimization,南,三乡-三乡-,3室2厅,随时看房/电梯,畔山中心城 诚心出售，3室2厅90.75m²毛坯,94,10404元/㎡,毛坯
103㎡,2011年-2018年建,低层(共32层),/sale/500848905?insource=sale_list&top=2&optimalType=optimization,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/电梯,雅居乐新城诺丁山 全新毛坯！3房2厅。 电梯中层！价格实惠！,99,9612元/㎡,毛坯
106.15㎡,2015年建,中层(共34层),/sale/500540407?insource=sale_list&top=3&optimalType=optimization,南,三乡-三乡-,4室2厅,中山市三乡镇白石环小学/随时看房/电梯,华发观山水花园(B1-1、B1-2、B4区) 珠海华发出品，高层洋房,95,8950元/㎡,毛坯
119.27㎡,1998年-2008年建,高层(共7层),/sale/500069925?insource=sale_list&top=4&optimalType=optimization,东北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满两年,教师村 笋盘特别推荐！！！笋盘特别推荐！！！,65,5450元/㎡,精装
112.31㎡,1998年-2016年建,高层(共5层),/sale/500606172?insource=sale_list&top=5&optimalType=optimization,西南,三乡-雅居乐-,3室2厅,随时看房/满两年,丽景城市广场 3室2厅1厨2卫 112.34m² 精致装修,84,7479元/㎡,精装
90㎡,2010年-2019年建,低层(共32层),/sale/501218900?insource=sale_list&top=6&optimalType=optimization,南,三乡-三乡-,3室2厅,随时看房/满两年/电梯,畔山中心城 3室2厅90m²毛坯,100,11111元/㎡,毛坯
87.01㎡,2005年-2020年建,低层(共33层),/sale/500550775?insource=sale_list&top=7&optimalType=optimization,东南,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 3室2厅87.01m²毛坯,90,10344元/㎡,毛坯
94.46㎡,2015年建,高层(共34层),/sale/500519238?insource=sale_list&top=8&optimalType=optimization,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅94.46m²普通装修,85,8999元/㎡,毛坯
112.09㎡,2001年-2015年建,低层(共7层),/sale/501907956?insource=sale_list&top=9&optimalType=optimization,南,三乡-雅居乐-,3室2厅,满两年/房本在手,半山午后 3室2厅112.09m²精装修,98,8743元/㎡,精装
94.02㎡,2015年建,低层(共20层),/sale/500014707?insource=sale_list&top=10&optimalType=optimization,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室毛坯房，格局方正，毛坯房给您更多的自由装修空间,85,9041元/㎡,毛坯
106㎡,2015年-2017年建,低层(共16层),/sale/501177499?insource=sale_list&top=11&optimalType=optimization,北,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,瑞信美域 3室2厅106m²满五年,85,8019元/㎡,毛坯
111.39㎡,1996年-2016年建,中层(共6层),/sale/500445486?insource=sale_list&top=12&optimalType=optimization,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,东城花园 3室2厅111.39m²满五年,95,8529元/㎡,简装
90㎡,2005年-2020年建,高层(共33层),/sale/500596660?insource=sale_list&top=13&optimalType=optimization,西北,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,雅居乐万象郡二期 3室2厅90m²满五年,87,9667元/㎡,毛坯
106㎡,2015年-2017年建,低层(共14层),/sale/502495396?insource=sale_list&top=14&optimalType=optimization,南,三乡-雅居乐-,3室2厅,随时看房/电梯,瑞信美域 3室2厅106m²毛坯,95,8962元/㎡,毛坯
105.26㎡,1996年-2013年建,中层(共9层),/sale/501385209?insource=sale_list&top=15&optimalType=optimization,南,三乡-文昌路-,3室2厅,满两年,宝之园 3室2厅105.26m²精装修,95,9025元/㎡,精装
91.2㎡,2012年建,中层(共25层),/sale/100515181?insource=sale_list&top=16&optimalType=optimization,西南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 2室2厅1厨1卫 91.0m² 毛坯,98,10746元/㎡,毛坯
87㎡,2005年-2020年建,高层(共33层),/sale/502336577?insource=sale_list&top=17&optimalType=optimization,东北,三乡-雅居乐-,3室2厅,随时看房/电梯,雅居乐万象郡二期 3室2厅87m²精装修,88,10115元/㎡,精装
87.92㎡,2001年-2013年建,高层(共6层),/sale/100280171?insource=sale_list&top=18&optimalType=optimization,北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年,骏景新盛世   繁华地段 南北对通 低首付 送入户花园 ,60,6824元/㎡,简装
108㎡,1996年-2013年建,中层(共6层),/sale/502531230?insource=sale_list&top=19,东北,三乡-文昌路-,3室2厅,满两年/房本在手,宝之园 3室2厅108m²普通装修,80,7407元/㎡,简装
76.05㎡,2002年-2017年建,高层(共6层),/sale/500353125?insource=sale_list&top=20,北,三乡-文昌路-,3室2厅,满两年,家庆居 3室2厅76.05m²普通装修,59,7758元/㎡,简装
89.23㎡,1988年-2018年建,高层(共16层),/sale/502211521?insource=sale_list&top=21,南,三乡-三乡-,3室2厅,电梯,鸿都花园 毛坯 房 户型方正 交通便利 随时看房,90,10086元/㎡,毛坯
92.29㎡,2012年建,中层(共25层),/sale/501602931?insource=sale_list&top=22,南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 3室2厅92.29m²毛坯,88,9535元/㎡,毛坯
89㎡,1990年-2019年建,高层(共33层),/sale/501501388?insource=sale_list&top=23,北,三乡-三乡-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡3期 3室2厅91m²精装修,98,11011元/㎡,精装
90㎡,2005年-2020年建,低层(共33层),/sale/500339935?insource=sale_list&top=24,南,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 3室2厅90m²毛坯,90,10000元/㎡,毛坯
110.26㎡,1999年-2002年建,高层(共6层),/sale/501399451?insource=sale_list&top=25,东北,三乡-雅居乐-,3室2厅,满五年/房本在手,侨兴花园 3室2厅110.26m²普通装修,86,7800元/㎡,简装
74.69㎡,2012年建,高层(共25层),/sale/500063581?insource=sale_list&top=26,东北,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 三乡车站旁  实用 2+1 房 户型方正 价格实惠,78,10443元/㎡,毛坯
100㎡,1993年-2013年建,中层(共7层),/sale/501148941?insource=sale_list&top=27,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年/房本在手,"华丰花园10区 百载光后学校房,繁华地段,拎包入住",85,8500元/㎡,精装
90.36㎡,2015年-2017年建,高层(共16层),/sale/500414065?insource=sale_list&top=28,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一/电梯,瑞信美域 3室2厅90.36m²毛坯,88,9683元/㎡,毛坯
105㎡,2000年-2013年建,低层(共6层),/sale/500137190?insource=sale_list&top=29,东,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五年,绿茵庭 光后隔壁 低首付随时看房  ,85,8095元/㎡,精装
112㎡,2001年-2015年建,高层(共7层),/sale/100559553?insource=sale_list&top=30,南北,三乡-雅居乐-,3室2厅,满两年,半山午后 三鑫学校旁复式三房毛坯可改4房户型方正,100,8929元/㎡,毛坯
