114.51㎡,2004年建,高层(共6层),/sale/502389865?insource=sale_list&top=29,东,三乡-三乡-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,供销新村 3室2厅114.51m²普通装修,48,4192元/㎡,简装
108㎡,1996年-2015年建,中层(共6层),/sale/500740019?insource=sale_list&top=30,南,三乡-文昌路-,4室2厅,满五年,皇冠花园 3室2厅108m²普通装修,82,7593元/㎡,简装
111㎡,2013年-2016年建,高层(共26层),/sale/500100230?insource=sale_list&top=691,南,三乡-雅居乐-,3室2厅,电梯,骏豪名居 笋盘大力推荐！！！笋盘大力推荐！！,98,8829元/㎡,毛坯
87.1㎡,2005年-2020年建,中层(共33层),/sale/500230513?insource=sale_list&top=692,东南,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 万象郡 3室2厅87.1m²毛坯,100,11481元/㎡,毛坯
97㎡,,高层(共9层),/sale/500013951?insource=sale_list&top=693,西南,三乡-雅居乐-,3室2厅,中山市三乡镇鸦岗小学/满两年/房本在手/电梯,雅居乐中心城 精装大3房 保养好价格实惠,95,9794元/㎡,精装
102㎡,1988年-2018年建,高层(共25层),/sale/501395838?insource=sale_list&top=694,南,三乡-三乡-,3室2厅,满两年/电梯,鸿都花园  繁华地段 南北对通 低首付 送入户花园,88,8627元/㎡,毛坯
89.6㎡,2015年-2017年建,高层(共16层),/sale/100115635?insource=sale_list&top=695,南北,三乡-雅居乐-,3室2厅,电梯,"瑞信美域 特！特！ 毛坯3房2厅 ,诚意出售!",88,9821元/㎡,毛坯
106.8㎡,1996年-2013年建,低层(共9层),/sale/501328972?insource=sale_list&top=696,南,三乡-文昌路-,3室2厅,满五唯一,宝之园 电梯中低层，3室2厅满五年,95,8895元/㎡,精装
90㎡,2000年-2017年建,高层(共17层),/sale/100470429?insource=sale_list&top=697,南,三乡-金涌大道-,3室2厅,满两年/电梯,金裕·香泉丽都 新小区  品质高  旅游自住都适合,100,11111元/㎡,毛坯
103㎡,1995年-2013年建,高层(共7层),/sale/500899827?insource=sale_list&top=698,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年,华丰花园8区 交通方便快捷，生活配套一应俱全,62,6019元/㎡,简装
112㎡,2003年建,中层(共6层),/sale/500287116?insource=sale_list&top=699,南,三乡-三乡-,3室2厅,中山市三乡镇光后中心小学/随时看房/房本在手,建委小区  繁华地段 南北对通 低首付 送入户花园,76,6786元/㎡,精装
96.52㎡,2002年-2017年建,中层(共6层),/sale/502036842?insource=sale_list&top=700,南,三乡-文昌路-,3室2厅,满两年,家庆居 双阳台，南北对流。3室2厅精装修,80,8288元/㎡,精装
89㎡,1988年-2018年建,中层(共16层),/sale/100405716?insource=sale_list&top=701,南,三乡-三乡-,3室2厅,满两年/电梯,鸿都花园 小区环境好，入住率高，生活设施齐全,98,11011元/㎡,精装
112㎡,2001年建,高层(共6层),/sale/100574343?insource=sale_list&top=702,东南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/满五唯一/房本在手,怡福阳光花园A区 标准3房 精装修保养好 价格实惠,95,8482元/㎡,简装
88.81㎡,1988年-2018年建,低层(共16层),/sale/501035016?insource=sale_list&top=703,南,三乡-三乡-,3室2厅,满两年/电梯,鸿都花园 学校 有中学 随时看房 高档小区,95,10697元/㎡,简装
104㎡,2000年-2013年建,中层(共6层),/sale/502357328?insource=sale_list&top=704,南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,绿茵庭 3室2厅104m²普通装修,90,8654元/㎡,简装
75㎡,1994年-2014年建,高层(共7层),/sale/500520776?insource=sale_list&top=705,南,三乡-雅居乐-,3室2厅,满五唯一,雅居乐逸湖居 3室2厅75m²精装修,75,10000元/㎡,精装
100㎡,1992年-2008年建,低层(共7层),/sale/500317389?insource=sale_list&top=706,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,华丰花园9区 红本在手！100方3房满5年，看房方便！,73,7300元/㎡,简装
90.27㎡,2014年建,低层(共11层),/sale/500500434?insource=sale_list&top=707,东,三乡-小琅环路-,3室2厅,中山市三乡镇大布小学/满五年/电梯,大翼龙苑二期 3室2厅90.27m²满五年,95,10524元/㎡,简装
83.7㎡,2017年-2018年建,中层(共31层),/sale/500219389?insource=sale_list&top=708,东南,三乡-三乡-,3室2厅,满两年/电梯,德瑞花园 3室2厅83.7m²毛坯,100,11947元/㎡,毛坯
96㎡,2008年建,中层(共6层),/sale/500058953?insource=sale_list&top=709,南,三乡-雅居乐-,3室2厅,中山市三乡镇平岚小学/房本在手,嘉园2期 3室2厅96m²精装修,85,8854元/㎡,精装
96㎡,2018年-2019年建,低层(共10层),/sale/100549659?insource=sale_list&top=710,南,三乡-三乡-,3室2厅,房本在手,美的澜山(澜山居) 随时看房 高档小区 格局方方正正环境优美,100,10417元/㎡,精装
88㎡,1994年-2014年建,高层(共7层),/sale/100300516?insource=sale_list&top=711,南,三乡-雅居乐-,3室2厅,,雅居乐逸湖居 源标题源标题源标题源标题源标题源标题,88,10000元/㎡,简装
121.12㎡,,高层(共11层),/sale/100555703?insource=sale_list&top=712,东北,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/房本在手,美辰楼 美辰楼，电梯高层，南北通透,98,8091元/㎡,毛坯
112.54㎡,2000年-2013年建,高层(共11层),/sale/500159616?insource=sale_list&top=713,南,三乡-金涌大道-,3室2厅,满五年,君怡花园 3室2厅112.54m²精装修,85,7553元/㎡,精装
92.15㎡,1988年-2018年建,中层(共24层),/sale/500598560?insource=sale_list&top=714,南,三乡-三乡-,3室2厅,电梯,鸿都花园 高档小区环境优美低首付 ,98,10635元/㎡,毛坯
93.17㎡,2007年-2015年建,低层(共15层),/sale/100572529?insource=sale_list&top=715,西南,三乡-雅居乐-,3室2厅,满两年/电梯,巴厘晓筑 3室2厅1厨1卫 93.17m² 普通装修,93,9982元/㎡,简装
85㎡,2005年建,高层(共7层),/sale/500016815?insource=sale_list&top=716,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,雅居乐花园1-3期 3室2厅85m²普通装修,60,7059元/㎡,简装
92㎡,1999年-2002年建,低层(共7层),/sale/500498500?insource=sale_list&top=717,南,三乡-雅居乐-,3室2厅,满五唯一/房本在手,"侨兴花园 3房精装修低楼层,南向稀有户型,错过不在有",68,7391元/㎡,精装
90㎡,1999年-2014年建,高层(共7层),/sale/100517849?insource=sale_list&top=718,西南,三乡-金涌大道-,3室1厅,满五唯一,"吉雅花园 业主急售 精装3房, 价格美丽",63,7000元/㎡,简装
91㎡,2005年-2011年建,低层(共16层),/sale/100518835?insource=sale_list&top=719,南,三乡-雅居乐-,3室2厅,满两年/房本在手/电梯,嘉美苑 3室2厅精致装修，赠送面积大,80,8791元/㎡,精装
92㎡,2005年-2020年建,高层(共33层),/sale/502450821?insource=sale_list&top=720,南北,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 3室2厅92m²毛坯,100,10870元/㎡,毛坯
125㎡,2000年建,高层(共7层),/sale/100528676?insource=sale_list&top=121,东南,三乡-雅居乐-,4室2厅,中山市三乡镇载德小学/满两年/电梯,丽景花园 精致装修 格局方正 采光足 家电家私齐全 拎包入住,90,7200元/㎡,精装
100㎡,1992年-2008年建,高层(共7层),/sale/100583578?insource=sale_list&top=122,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一,华丰花园9区  华丰商圈附近 楼下衣食住行便利 看房方便,68,6800元/㎡,简装
80㎡,2005年-2017年建,中层(共5层),/sale/502239529?insource=sale_list&top=123,西南,三乡-文昌路-,3室2厅,,俪宝龙马花园  繁华地段 南北对通 低首付 送入户花园,100,12500元/㎡,精装
104.55㎡,2003年建,高层(共7层),/sale/502374713?insource=sale_list&top=124,东,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/随时看房/满五年,康乐新村 3室2厅104.55m²普通装修,62,5930元/㎡,简装
93㎡,2007年-2015年建,高层(共9层),/sale/501382296?insource=sale_list&top=125,西南,三乡-雅居乐-,3室2厅,满两年/电梯,巴厘晓筑 3室2厅93m²精装修,96,10323元/㎡,精装
85㎡,2003年建,中层(共9层),/sale/500558926?insource=sale_list&top=126,西北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年,雅居乐花园4-6期 3室2厅85m²简装,80,9412元/㎡,简装
112㎡,2001年-2015年建,中层(共7层),/sale/500475398?insource=sale_list&top=127,南,三乡-雅居乐-,3室2厅,随时看房/满五年/房本在手,半山午后 步梯毛坯3房，朝南，可根据个人喜欢风格进行装修,95,8482元/㎡,毛坯
101㎡,1992年-2008年建,高层(共7层),/sale/500500829?insource=sale_list&top=128,东南,三乡-文昌路-,4室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,华丰花园9区 生活配套一应俱全，距离学校很近，孩子读书方便,60,5941元/㎡,简装
95㎡,2015年建,中层(共20层),/sale/500362053?insource=sale_list&top=129,西,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅95m²毛坯,85,8947元/㎡,毛坯
112.5㎡,2000年建,高层(共7层),/sale/500382930?insource=sale_list&top=130,西北,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满五年/电梯,"丽景花园 3房2厅1厨2卫 业主诚心出售,红本在手",70,6222元/㎡,精装
89㎡,2005年-2014年建,低层(共18层),/sale/500322028?insource=sale_list&top=131,北,三乡-金涌大道-,3室2厅,随时看房/满五唯一/房本在手/电梯,中恒海晖园 电梯低层3室2厅满五年，带装修,93,10449元/㎡,精装
105.46㎡,2015年建,中层(共34层),/sale/500026821?insource=sale_list&top=132,南,三乡-三乡-,4室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,"华发观山水花园(B1-1、B1-2、B4区) 105方实用4房,毛坯",100,9482元/㎡,毛坯
95㎡,1999年-2014年建,高层(共7层),/sale/100574588?insource=sale_list&top=133,东南,三乡-金涌大道-,4室2厅,满五唯一/房本在手,"吉雅花园 拎包入住！精装3室1厅95m²,红本在手！",85,8947元/㎡,简装
89.6㎡,2013年建,高层(共6层),/sale/500383586?insource=sale_list&top=134,西南,三乡-雅居乐-,3室2厅,满两年,君林水岸 3室2厅89.6m²普通装修,57,6362元/㎡,简装
109.56㎡,2005年-2009年建,中层(共7层),/sale/500480461?insource=sale_list&top=135,北,三乡-雅居乐-,3室2厅,满五年,富和凯悦名门 3室2厅109.56m²满五年,88,8032元/㎡,简装
108㎡,1996年-2013年建,中层(共6层),/sale/502531230?insource=sale_list&top=136,东北,三乡-文昌路-,3室2厅,满两年/房本在手,宝之园 3室2厅108m²普通装修,80,7407元/㎡,简装
94.4㎡,2002年-2010年建,高层(共11层),/sale/502586503?insource=sale_list&top=137,西南,三乡-雅居乐-,3室2厅,满五年/房本在手,雅居乐花园漾逸居 精装修三房，装修保养好，满五，少税看房方便,95,10064元/㎡,精装
100㎡,2005年-2016年建,高层(共25层),/sale/500074019?insource=sale_list&top=138,南,三乡-三乡-,3室2厅,随时看房/满五年/房本在手/电梯,雅居乐森岚 3室2厅100m²精装修,100,10000元/㎡,精装
74㎡,2005年-2011年建,中层(共16层),/sale/500561281?insource=sale_list&top=139,西北,三乡-雅居乐-,3室2厅,满五唯一/电梯,嘉美苑 小区物业管理很好  ,63,8514元/㎡,简装
94㎡,1991年-2020年建,低层(共7层),/sale/100587122?insource=sale_list&top=140,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一/房本在手,富丽苑 3室2厅1厨2卫 94.0m² ,62,6596元/㎡,简装
111.15㎡,1998年-2016年建,高层(共7层),/sale/500017220?insource=sale_list&top=141,南,三乡-雅居乐-,3室2厅,满五年/房本在手,丽景城市广场 3室2厅111.15m²普通装修,85,7647元/㎡,简装
120.06㎡,2009年-2015年建,低层(共11层),/sale/100549202?insource=sale_list&top=142,南,三乡-雅居乐-,3室2厅,随时看房/满五唯一,丰润豪庭 3室2厅1厨2卫 120.0m² 精致装修,95,7913元/㎡,精装
106.6㎡,1996年-2013年建,高层(共5层),/sale/500440990?insource=sale_list&top=143,西北,三乡-文昌路-,3室2厅,满五年,绿榕居 3室2厅106.6m²满五年,75,7036元/㎡,简装
126㎡,2000年-2014年建,中层(共7层),/sale/500353588?insource=sale_list&top=144,南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一,雅豪苑 物业管理完善，房型好，入住率高,96,7619元/㎡,简装
87.01㎡,2005年-2020年建,低层(共33层),/sale/500514063?insource=sale_list&top=145,东南,三乡-雅居乐-,3室2厅,随时看房/电梯,雅居乐万象郡二期 3室2厅87.01m²毛坯,88,10114元/㎡,毛坯
96㎡,1988年-2018年建,低层(共16层),/sale/100528113?insource=sale_list&top=146,南北,三乡-三乡-,3室2厅,随时看房/满两年/房本在手/电梯,鸿都花园 小区环境好，入住率高，生活设施齐全,84,8750元/㎡,毛坯
116㎡,1995年-2014年建,中层(共11层),/sale/502343680?insource=sale_list&top=147,南,三乡-雅居乐-,3室2厅,满五唯一/房本在手,宝龙花园 3室2厅116m²满五年,95,8190元/㎡,简装
90.2㎡,1996年-2015年建,高层(共6层),/sale/502264333?insource=sale_list&top=148,北,三乡-文昌路-,3室2厅,随时看房,皇冠花园 3室2厅90.2m²普通装修,90,9978元/㎡,简装
105㎡,2013年建,高层(共7层),/sale/500302517?insource=sale_list&top=149,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,华丰花园5区 ，性价比高，小区绿化好,78,7429元/㎡,精装
89㎡,2005年-2014年建,高层(共18层),/sale/500610817?insource=sale_list&top=150,北,三乡-金涌大道-,3室2厅,满五唯一/电梯,中恒海晖园 装修实用电梯小3房，送入户花园,95,10674元/㎡,简装
115㎡,2005年-2009年建,高层(共7层),/sale/500287839?insource=sale_list&top=91,北,三乡-雅居乐-,3室2厅,满五唯一,富和凯悦名门 3室2厅115m²满五年,92,8000元/㎡,简装
93㎡,2005年-2011年建,中层(共16层),/sale/500594822?insource=sale_list&top=92,东南,三乡-雅居乐-,3室2厅,随时看房/满五唯一/房本在手/电梯,嘉美苑 3室2厅93m²满五年,75,8065元/㎡,毛坯
104㎡,2000年-2013年建,高层(共6层),/sale/500369074?insource=sale_list&top=93,东,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/随时看房/满两年/房本在手,绿茵庭 3室2厅104m²普通装修,80,7692元/㎡,简装
105㎡,1996年-2013年建,高层(共9层),/sale/501884940?insource=sale_list&top=94,西北,三乡-文昌路-,3室2厅,满五唯一,宝之园 电梯带装修，格局方正，近文化广场,88,8381元/㎡,精装
92.29㎡,2012年建,中层(共25层),/sale/501602931?insource=sale_list&top=95,南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 3室2厅92.29m²毛坯,88,9535元/㎡,毛坯
90㎡,2005年建,高层(共7层),/sale/502441496?insource=sale_list&top=96,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/,雅居乐花园1-3期 3室2厅86m²普通装修,68,7556元/㎡,简装
90㎡,2005年-2020年建,低层(共33层),/sale/500339935?insource=sale_list&top=97,南,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 3室2厅90m²毛坯,90,10000元/㎡,毛坯
102㎡,1988年-2018年建,高层(共25层),/sale/500099759?insource=sale_list&top=98,南,三乡-三乡-,3室2厅,满两年/电梯,鸿都花园 小区户型方正，采光通风都很好,88,8627元/㎡,毛坯
93.6㎡,2006年-2016年建,高层(共11层),/sale/500216840?insource=sale_list&top=99,北,三乡-小琅环路-,3室2厅,满两年/电梯,东城畔山 3室2厅93.6m²精装修,95,10150元/㎡,精装
90.15㎡,2005年-2020年建,中层(共32层),/sale/500214824?insource=sale_list&top=100,南,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,雅居乐万象郡二期 万象郡二期3房.东南向,92,10205元/㎡,毛坯
116.9㎡,2003年-2010年建,中层(共6层),/sale/100579269?insource=sale_list&top=101,南,三乡-小琅环路-,3室2厅,满五唯一,绿盈轩 精致装修3房 楼梯中层 保养好,93,7956元/㎡,精装
83㎡,2000年-2010年建,中层(共7层),/sale/502583477?insource=sale_list&top=102,东北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,"新乐苑 3室2厅83m²满五年,业主诚心出售,红本在手",60,7229元/㎡,精装
91.85㎡,2007年-2015年建,低层(共15层),/sale/500149628?insource=sale_list&top=103,西南,三乡-雅居乐-,3室2厅,随时看房/满两年/电梯,巴厘晓筑 3房2卫，送入户花园，赠送面积多,85,9254元/㎡,毛坯
95㎡,2015年建,高层(共34层),/sale/501392978?insource=sale_list&top=104,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/房本在手/电梯,"华发观山水花园(B1-1、B1-2、B4区) 南向3室2厅95m²毛坯,电梯高层",83,8737元/㎡,毛坯
85.15㎡,2008年-2016年建,高层(共17层),/sale/500504807?insource=sale_list&top=105,东,三乡-三乡-,3室2厅,满五唯一/电梯,山林语 电梯装修，各付各税，小区入住高,90,10570元/㎡,精装
80㎡,2003年建,高层(共9层),/sale/501310242?insource=sale_list&top=106,西北,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年,雅居乐花园4-6期 3室2厅80m²普通装修,72,9000元/㎡,简装
112㎡,2001年-2015年建,高层(共7层),/sale/502559659?insource=sale_list&top=107,南,三乡-雅居乐-,3室2厅,随时看房/满五年,半山午后 3室2厅112m² 首期15万,90,8036元/㎡,毛坯
100㎡,1992年-2008年建,高层(共7层),/sale/500469192?insource=sale_list&top=108,西南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一,华丰花园9区 华丰花园九区 急售  三房两厅  97方  精装修,58,5800元/㎡,精装
103㎡,1992年-2008年建,高层(共7层),/sale/500343437?insource=sale_list&top=109,南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满两年,华丰花园9区 地中海风情建筑，小区环境好，入住率高,50,4854元/㎡,精装
78㎡,2002年-2010年建,低层(共6层),/sale/500285637?insource=sale_list&top=110,西,三乡-雅居乐-,3室2厅,随时看房/满五唯一/房本在手,雅居乐花园漾逸居 3室2厅78m²满五年,89,11410元/㎡,精装
93.5㎡,2005年-2015年建,中层(共11层),/sale/500383595?insource=sale_list&top=111,南,三乡-三乡-,3室2厅,,雅苑新城 3室2厅1厨1卫 业主急卖,90,9626元/㎡,简装
76㎡,2012年建,中层(共25层),/sale/500050745?insource=sale_list&top=112,南,三乡-三乡-,3室2厅,中山市三乡镇鸦岗小学/随时看房/满两年/电梯,润颐居二期 润颐居二期 现售86万,86,11316元/㎡,毛坯
83.13㎡,1992年-2001年建,中层(共7层),/sale/501373963?insource=sale_list&top=113,南,三乡-小琅环路-,3室2厅,满两年,嘉豪山庄 3室2厅83.13m²普通装修,50,6015元/㎡,简装
97.48㎡,2002年-2010年建,中层(共12层),/sale/500054230?insource=sale_list&top=114,东北,三乡-雅居乐-,3室2厅,满两年,雅居乐花园漾逸居 3室2厅97.48m²普通装修,98,10053元/㎡,简装
104㎡,,高层(共16层),/sale/502578916?insource=sale_list&top=115,西北,三乡-金涌大道-,3室2厅,中山市三乡镇雍陌小学/随时看房/电梯,爱琴半岛三期  繁华地段 南北对通 低首付 送入户花园 ,100,9615元/㎡,简装
94.46㎡,2015年建,中层(共34层),/sale/501761626?insource=sale_list&top=116,南,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 3室2厅94.46m²毛坯,82,8681元/㎡,毛坯
121㎡,,高层(共11层),/sale/500056982?insource=sale_list&top=117,南,三乡-雅居乐-,3室2厅,中山市三乡镇雍陌小学/随时看房/满五唯一,"美辰楼 喜报！3室2厅121m²毛坯,红本在手!",98,8099元/㎡,毛坯
111㎡,1998年-2016年建,中层(共5层),/sale/500345733?insource=sale_list&top=118,东北,三乡-雅居乐-,3室2厅,满两年,丽景城市广场 精装修大3房，世光品牌1+1附近,100,9009元/㎡,精装
82㎡,2005年-2014年建,中层(共18层),/sale/502531947?insource=sale_list&top=119,西南,三乡-金涌大道-,3室1厅,随时看房/满两年/房本在手/电梯,中恒海晖园 实用3房，一步到位。普通装修,90,10976元/㎡,简装
95㎡,2015年建,低层(共34层),/sale/100571438?insource=sale_list&top=120,东,三乡-三乡-,3室2厅,中山市三乡镇白石环小学/随时看房/满两年/电梯,华发观山水花园(B1-1、B1-2、B4区) 华发 观山水3室2厅2卫,90,9474元/㎡,毛坯
100㎡,2000年-2014年建,高层(共7层),/sale/502661728?insource=sale_list&top=661,南,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五唯一,雅豪苑 3室2厅100m²满五年,100,10000元/㎡,简装
101㎡,2005年-2011年建,高层(共16层),/sale/500607191?insource=sale_list&top=662,东南,三乡-雅居乐-,3室2厅,电梯,嘉美苑 3室2厅101m²普通装修,86,8515元/㎡,简装
100㎡,2000年-2013年建,高层(共6层),/sale/502331716?insource=sale_list&top=663,北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/,绿茵庭 3室2厅100m²普通装修,75,7500元/㎡,简装
90.83㎡,2005年-2020年建,中层(共33层),/sale/502443775?insource=sale_list&top=664,西北,三乡-雅居乐-,3室2厅,满两年/电梯,雅居乐万象郡二期 3室2厅90.83m²毛坯,96,10569元/㎡,毛坯
75㎡,1999年-2014年建,高层(共7层),/sale/502159445?insource=sale_list&top=665,东南,三乡-金涌大道-,3室2厅,满两年,吉雅花园 3室2厅75m²精装修,40,5333元/㎡,精装
99㎡,2002年-2010年建,高层(共12层),/sale/500064975?insource=sale_list&top=666,东北,三乡-雅居乐-,3室2厅,满两年,雅居乐花园漾逸居 3室2厅99m²精装修,100,10101元/㎡,精装
120㎡,1998年-2008年建,中层(共7层),/sale/502297427?insource=sale_list&top=667,东,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满两年,教师村 3室2厅120m²普通装修,85,7083元/㎡,简装
93.56㎡,2001年-2015年建,中层(共9层),/sale/502680086?insource=sale_list&top=668,西,三乡-雅居乐-,3室2厅,随时看房/房本在手/电梯,半山午后 3室2厅93.56m²毛坯,68,7268元/㎡,毛坯
90㎡,2003年-2010年建,中层(共11层),/sale/502700930?insource=sale_list&top=669,北,三乡-雅居乐-,3室2厅,满两年/房本在手,宝龙大厦 3室2厅90m²精装修,68,7556元/㎡,精装
74.4㎡,2000年-2013年建,高层(共6层),/sale/502602981?insource=sale_list&top=670,西南,三乡-金涌大道-,3室2厅,随时看房/满五年/房本在手,君怡花园 3室2厅74.4m²满五年,47,6317元/㎡,简装
106㎡,2015年-2017年建,高层(共14层),/sale/502630734?insource=sale_list&top=671,南,三乡-雅居乐-,3室2厅,满五唯一/房本在手/电梯,瑞信美域 3室2厅106m²毛坯,95,8962元/㎡,毛坯
115㎡,2000年建,中层(共7层),/sale/502578526?insource=sale_list&top=672,南,三乡-雅居乐-,3室2厅,中山市三乡镇载德小学/满五唯一/房本在手,丽景花园 3室2厅115m²满五年,79,6870元/㎡,精装
106.38㎡,1999年-2002年建,中层(共7层),/sale/501825985?insource=sale_list&top=673,南,三乡-雅居乐-,3室2厅,满五年/房本在手,侨兴花园 3室2厅106.38m²普通装修,65,6110元/㎡,简装
105㎡,1989年-2013年建,高层(共5层),/sale/500328174?insource=sale_list&top=674,西,三乡-雅居乐-,3室2厅,满五年,仙景山庄 3室2厅105m²满五年,95,9048元/㎡,简装
75.8㎡,2000年-2013年建,高层(共6层),/sale/502393934?insource=sale_list&top=675,北,三乡-金涌大道-,3室1厅,满五唯一/房本在手,君怡花园 3室1厅75.8m²满五年,49,6438元/㎡,简装
101㎡,2005年-2011年建,中层(共16层),/sale/500687582?insource=sale_list&top=676,东南,三乡-雅居乐-,3室2厅,满五唯一/房本在手/电梯,嘉美苑 3室2厅101m²普通装修,80,7921元/㎡,简装
83.78㎡,1995年-2013年建,中层(共10层),/sale/500322585?insource=sale_list&top=677,西南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满两年,华丰花园8区 3室2厅83.78m²精装修,75,8952元/㎡,精装
94.82㎡,2001年-2015年建,高层(共22层),/sale/502524987?insource=sale_list&top=678,南,三乡-雅居乐-,3室2厅,随时看房/满五年/电梯,半山午后 3室2厅94.82m²满五年,88,9281元/㎡,毛坯
101.87㎡,1988年-2018年建,高层(共25层),/sale/501660267?insource=sale_list&top=679,南,三乡-三乡-,3室2厅,随时看房/电梯,鸿都花园 3室2厅101.87m²毛坯,88,8638元/㎡,毛坯
130㎡,2000年建,高层(共6层),/sale/500597219?insource=sale_list&top=680,西南,三乡-金涌大道-,3室2厅,中山市三乡镇初级中学/满五唯一,三鑫教师村 3室2厅130m²满五年,100,7692元/㎡,简装
117.3㎡,1996年-2016年建,高层(共6层),/sale/502454810?insource=sale_list&top=681,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一,东城花园 3室2厅117.3m²普通装修,88,7502元/㎡,简装
96㎡,1994年-2014年建,高层(共7层),/sale/500166195?insource=sale_list&top=682,东,三乡-雅居乐-,3室2厅,随时看房,雅居乐逸湖居 全小区低价/低首付健康楼层/保养好新,85,8854元/㎡,精装
102㎡,2000年-2013年建,高层(共6层),/sale/502443468?insource=sale_list&top=683,北,三乡-金涌大道-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手,绿茵庭 3室2厅102m²精装修,88,8627元/㎡,精装
99.09㎡,2005年建,高层(共7层),/sale/502618085?insource=sale_list&top=684,东南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/随时看房,雅居乐花园1-3期 3室2厅99.09m²精装修,90,9083元/㎡,精装
86㎡,2005年建,高层(共7层),/sale/501783096?insource=sale_list&top=685,西,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满两年,雅居乐花园1-3期 3室2厅86m²精装修,75,8721元/㎡,精装
103.67㎡,1999年-2014年建,高层(共7层),/sale/500583397?insource=sale_list&top=686,东北,三乡-金涌大道-,3室2厅,满两年,吉雅花园 3室2厅103.67m²普通装修,70,6752元/㎡,简装
90.05㎡,2001年-2015年建,中层(共22层),/sale/502234631?insource=sale_list&top=687,南,三乡-雅居乐-,3室2厅,电梯,半山午后 3室2厅90.05m²精装修,90,9994元/㎡,精装
83㎡,2005年-2017年建,高层(共26层),/sale/502327018?insource=sale_list&top=688,西南,三乡-文昌路-,3室2厅,满两年/房本在手/电梯,俪宝龙马花园 3室2厅83m²普通装修,98,11807元/㎡,简装
92㎡,2000年-2017年建,低层(共17层),/sale/502619676?insource=sale_list&top=689,西南,三乡-金涌大道-,3室2厅,满两年/电梯,金裕·香泉丽都 3室2厅92m²毛坯,100,10870元/㎡,毛坯
84㎡,2005年建,中层(共23层),/sale/500061042?insource=sale_list&top=690,南,三乡-雅居乐-,3室2厅,中山市三乡镇光后中心小学/满五年/房本在手/电梯,雅居乐酒店 3室2厅84m²精装修,68,8095元/㎡,精装
78㎡,1993年-2013年建,高层(共7层),/sale/100239900?insource=sale_list&top=631,东南,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/满五唯一,华丰花园10区 送送！装修3房2厅78平方，送家私家电！低首付！,60,7692元/㎡,简装
100.8㎡,1995年-2013年建,高层(共7层),/sale/100250506?insource=sale_list&top=632,西,三乡-文昌路-,3室2厅,中山市三乡镇光后中心小学/随时看房/满五唯一/房本在手,华丰花园8区 光后小学房 满五 周边配套完善 ,62,6151元/㎡,简装
